Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
KCNH7	"erg3, HERG3, Kv11.3"	ENSG00000184611	"Potassium voltage-gated channel subfamily H member 7"	Q9NS40	2	162371407-162838767	"FDA approved drug targets, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 2.4;retina: 1.5"	"Group enriched"	"Detected in some"	6	"Excitatory neurons: 663.4;Inhibitory neurons: 337.4"	"Low cell type specificity"	"Detected in all"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"lung cancer: 2.0"	"Lung - Neutrophil_2, Pituitary gland - Corticotropes, Spleen - Neutrophils, Testis - Early spermatids, Testis - Late spermatids"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in all"	5	"amygdala: 21.6;cerebral cortex: 85.1;hippocampal formation: 55.9;olfactory bulb: 53.9"	HPA018039	Uncertain						NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 53: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 34: Neurons - Neuronal signaling"				"HPA018039: AB_1852125"								"unprognostic (4.19e-3)"																							
KCNH8	"elk3, Kv12.1"	ENSG00000183960	"Potassium voltage-gated channel subfamily H member 8"	Q96L42	3	19148510-19535642	"Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Potassium channel, Voltage-gated channel"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"brain: 10.3;pituitary gland: 10.4;retina: 3.3"	"Group enriched"	"Detected in many"	39	"Oligodendrocyte precursor cells: 311.3;Oligodendrocytes: 921.0"	"Group enriched"	"Detected in many"	9	"committed oligodendrocyte precursor: 514.5;oligodendrocyte: 1153.5;oligodendrocyte precursor cell: 520.2"	"Low cancer specificity"	"Detected in some"			"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in single"		"naive B-cell: 1.4"	"Lineage enriched"	"Detected in single"	4	"B-cells: 1.4"	"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 4.0;Neuroblastoma: 2.4"	"Colon - Enteric glia cells, Skin - Outer root sheath cells, Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"HPA016586, HPA077537, HPA077773"	Approved		Supported	"Plasma membrane"			NA	NA			"Cluster 23: B-cells - Immunoglobulins"	"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 51: Oligodendrocytes - Unknown function"		"Plasma membrane"		"HPA016586: AB_1852127, HPA077537: , HPA077773: "			"unprognostic (6.89e-2)"		"unprognostic (2.26e-2)"	"unprognostic (5.30e-2)"	"unprognostic (1.29e-1)"	"unprognostic (1.63e-3)"														"unprognostic (1.38e-3)"	"unprognostic (1.42e-1)"	"unprognostic (7.77e-2)"	"unprognostic (1.99e-1)"	"unprognostic (3.07e-2)"					
KCNJ1	"Kir1.1, ROMK1"	ENSG00000151704	"Potassium inwardly rectifying channel subfamily J member 1"	P48048	11	128836315-128867373	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Bartter syndrome, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	43	"kidney: 191.1"	"Group enriched"	"Detected in some"	96	"Collecting duct cells: 23.3;Distal tubular cells: 79.9"	"Cell type enhanced"	"Detected in many"		"amygdala excitatory: 6.9;medium spiny neuron: 9.6"	"Group enriched"	"Detected in some"	7	"Kidney Chromophobe (TCGA): 34.1;Kidney Renal Papillary Cell Carcinoma (TCGA): 14.0"	"Region enhanced"	"Detected in some"		"basal ganglia: 3.3"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Ascending Loop of Henle cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA026962	Enhanced						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 33: Neurons - Mixed function"	"Cluster 50: Lymphoma - Unknown function"	"Cluster 39: Non-specific - Basic cellular processes"	3			"HPA026962: AB_10601934"										"unprognostic (2.21e-1)"	"unprognostic (4.88e-2)"	"unprognostic (3.75e-2)"	"unprognostic (3.99e-1)"				"unprognostic (4.10e-1)"													"unprognostic (1.42e-1)"	
KCNJ10	"Kir1.2, Kir4.1"	ENSG00000177807	"Potassium inwardly rectifying channel subfamily J member 10"	P78508	1	159998651-160070160	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Deafness, Disease variant, Epilepsy, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"brain: 113.7;kidney: 27.0;retina: 35.6"	"Group enriched"	"Detected in some"	7	"Astrocytes: 88.2;Muller glia cells: 66.1;Oligodendrocyte precursor cells: 33.5;Oligodendrocytes: 87.3"	"Group enriched"	"Detected in many"	16	"astrocyte: 115.7;bergmann glia: 102.9;committed oligodendrocyte precursor: 69.0;ependymal cell: 35.9;oligodendrocyte: 141.2;oligodendrocyte precursor cell: 67.7"	"Cancer enriched"	"Detected in some"	6	"Glioblastoma Multiforme (TCGA): 42.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"skin cancer: 2.0"	"Kidney - Ascending Loop of Henle cells, Liver - Kupffer cells, Spleen - Macrophages, Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA078302	Enhanced						NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 32: Non-specific - Cell proliferation"	"Cluster 10: Muller glia cells - Visual perception"	10			"HPA078302: AB_2732378"			"unprognostic (1.18e-1)"			"unprognostic (2.22e-1)"	"unprognostic (3.38e-1)"	"unprognostic (1.34e-1)"		"unprognostic (8.30e-2)"							"unprognostic (2.23e-1)"		"unprognostic (5.43e-2)"							"unprognostic (5.48e-2)"	"unprognostic (1.49e-1)"		"unprognostic (2.96e-1)"		
KCNJ11	"BIR, Kir6.2"	ENSG00000187486	"Potassium inwardly rectifying channel subfamily J member 11"	Q14654	11	17365172-17389331	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Diabetes mellitus, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 129.9;tongue: 41.5"	"Cell type enhanced"	"Detected in some"		"Basal prostatic cells: 7.8;Cardiomyocytes: 19.5;Enteroendocrine cells: 6.3;Inhibitory neurons: 5.7;Skeletal myocytes: 13.7"	"Low cell type specificity"	"Detected in many"			"Cancer enhanced"	"Detected in many"		"Kidney Chromophobe (TCGA): 25.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Cardiomyocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA048891	Approved						NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 37: Neurons - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 68: Cardiomyocytes - Muscle contraction"	3			"HPA048891: AB_2680547"	"unprognostic (2.43e-2)"	"unprognostic (1.26e-2)"	"unprognostic (2.81e-1)"	"unprognostic (3.87e-2)"	"unprognostic (1.90e-2)"	"unprognostic (1.72e-1)"	"unprognostic (3.31e-1)"	"unprognostic (4.16e-3)"	"unprognostic (6.48e-2)"	"unprognostic (1.32e-1)"	"unprognostic (1.88e-2)"	"unprognostic (1.38e-1)"	"unprognostic (2.69e-1)"	"potential prognostic unfavorable (8.17e-5)"	"unprognostic (4.04e-2)"	"unprognostic (1.07e-2)"	"unprognostic (6.87e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.89e-2)"	"unprognostic (7.25e-3)"	"unprognostic (9.06e-2)"	"unprognostic (4.62e-3)"	"unprognostic (6.18e-2)"	"unprognostic (4.41e-3)"	"unprognostic (2.17e-2)"	"unprognostic (3.33e-2)"		"unprognostic (2.69e-2)"	"unprognostic (2.44e-2)"	"unprognostic (1.20e-1)"	"unprognostic (2.00e-1)"
KCNJ12	"hIRK1, IRK2, KCNJN1, Kir2.2, Kir2.2v"	ENSG00000184185	"Potassium inwardly rectifying channel subfamily J member 12"	Q14500	17	21376357-21419870	"FDA approved drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	7	"brain: 41.5;skeletal muscle: 66.7;tongue: 24.8"	"Cell type enhanced"	"Detected in some"		"Cardiomyocytes: 14.2;Horizontal cells: 30.2;Muller glia cells: 9.1;Skeletal myocytes: 19.5"	"Cell type enhanced"	"Detected in many"		"upper rhombic lip: 44.5"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"cerebellum: 58.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Breast - Fibroblasts, Skeletal muscle - Skeletal myocytes"									HPA027021	Approved		Uncertain	"Nucleoplasm,Golgi apparatus,Cytosol"			NA	NA				"Cluster 79: Non-specific - Transcription"	"Cluster 15: Non-specific - Transcription"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 71: Horizontal & Bipolar cells - Neuronal signaling"	13	"Golgi apparatus"	"Nucleoplasm, Cytosol"	"HPA027021: AB_10602912"			"unprognostic (1.01e-3)"	"unprognostic (2.04e-1)"					"unprognostic (3.70e-2)"				"unprognostic (5.14e-3)"							"unprognostic (4.92e-2)"	"unprognostic (1.56e-1)"						"unprognostic (2.78e-3)"		"unprognostic (1.35e-1)"	"unprognostic (4.27e-2)"	"unprognostic (9.21e-2)"
KCNJ13	"Kir1.4, Kir7.1, LCA16"	ENSG00000115474	"Potassium inwardly rectifying channel subfamily J member 13"	O60928	2	232765802-232776565	"Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Cataract, Disease variant, Leber congenital amaurosis"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	8	"choroid plexus: 170.7;intestine: 88.7"	"Cell type enhanced"	"Detected in some"		"Melanocytes: 29.2;Muller glia cells: 52.0;Proximal enterocytes: 219.0;Undifferentiated cells: 65.7"	"Cell type enriched"	"Detected in all"	31	"choroid plexus epithelial cell: 238.7"	"Group enriched"	"Detected in some"	5	"Kidney Chromophobe (TCGA): 4.1;Kidney Renal Papillary Cell Carcinoma (TCGA): 3.8;Skin Cuteneous Melanoma (TCGA): 12.0"	"Region enriched"	"Detected in all"	15	"choroid plexus: 342.3"	"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Cancer enhanced"	"Detected in single"		"Kidney cancer: 1.1"	"Stomach - Parietal cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA051609			Approved	"Nuclear membrane,Plasma membrane"			NA	NA			"Cluster 32: Basophils - Transcription"	"Cluster 60: Choroid plexus - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 22: Proximal enterocytes - Digestion"		"Nuclear membrane"	"Plasma membrane"	"HPA051609: "						"unprognostic (1.97e-2)"				"unprognostic (3.23e-2)"		"unprognostic (2.59e-1)"	"unprognostic (8.71e-2)"										"unprognostic (4.82e-2)"			"unprognostic (2.75e-3)"	"unprognostic (6.18e-3)"			"unprognostic (2.20e-2)"	
KCNJ14	"IRK4, Kir2.4"	ENSG00000182324	"Potassium inwardly rectifying channel subfamily J member 14"	Q9UNX9	19	48455574-48466980	"FDA approved drug targets, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	13	"retina: 56.9"	"Cell type enriched"	"Detected in many"	6	"Rod photoreceptor cells: 308.5"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"basophil: 1.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"				"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"										NA	NA				"Cluster 76: Retina - Visual perception"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 56: Non-specific - Sensory perception"	"Cluster 66: Photoreceptor cells - Visual perception"					"unprognostic (1.06e-2)"	"unprognostic (4.77e-2)"	"unprognostic (9.62e-2)"	"unprognostic (3.84e-3)"	"potential prognostic unfavorable (1.04e-4)"	"unprognostic (2.74e-1)"	"unprognostic (1.03e-1)"	"unprognostic (2.37e-3)"		"unprognostic (1.65e-2)"			"unprognostic (1.39e-2)"					"unprognostic (7.81e-3)"		"unprognostic (5.88e-2)"		"unprognostic (6.69e-3)"	"unprognostic (1.75e-2)"	"unprognostic (3.70e-3)"	"unprognostic (3.25e-1)"	"unprognostic (7.12e-2)"	"unprognostic (2.40e-1)"	"unprognostic (4.01e-2)"	"unprognostic (1.18e-2)"		"unprognostic (7.93e-2)"
KCNJ15	"IRKK, Kir1.3, Kir4.2"	ENSG00000157551	"Potassium inwardly rectifying channel subfamily J member 15"	Q99712	21	38155549-38307357	"FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 232.9;thyroid gland: 125.7"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 2: 86.7;Cholangiocytes: 87.8;Early spermatids: 141.5;Late spermatids: 77.7;Proximal tubular cells: 198.6"	"Cell type enhanced"	"Detected in some"		"deep-layer near-projecting: 1.5;fibroblast: 1.2;hippocampal CA1-3: 1.1"	"Cancer enhanced"	"Detected in many"		"Kidney Renal Papillary Cell Carcinoma (TCGA): 102.3;Thyroid Carcinoma (TCGA): 124.4"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	21	"neutrophil: 398.0"	"Lineage enriched"	"Detected in many"	21	"granulocytes: 398.0"	"Cancer enhanced"	"Detected in many"		"Bladder cancer: 22.2;head and neck cancer: 20.7"	"Adrenal gland - Neutrophils, Colon - Neutrophils, Heart muscle - Neutrophils, Kidney - Proximal tubular cells, Lung - Alveolar cells type 2, Prostate - Urothelial cells, Spleen - Neutrophils"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA016702	Approved		Approved	"Vesicles,Plasma membrane,Cytosol"			NA	NA			"Cluster 4: Neutrophils - Degranulation"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 12: Non-specific - Vasculature"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	3	"Plasma membrane"	"Vesicles, Cytosol"	"HPA016702: AB_1855560"	"unprognostic (2.35e-2)"	"unprognostic (1.63e-2)"	"unprognostic (1.19e-1)"	"unprognostic (9.52e-2)"	"unprognostic (8.13e-2)"	"unprognostic (2.25e-1)"			"unprognostic (1.56e-3)"	"unprognostic (8.50e-2)"	"validated prognostic favorable (1.05e-11)"	"validated prognostic favorable (2.35e-4)"	"potential prognostic favorable (1.28e-4)"		"unprognostic (1.65e-1)"	"unprognostic (4.44e-3)"	"unprognostic (9.52e-2)"	"unprognostic (1.48e-1)"	"unprognostic (7.23e-2)"	"potential prognostic unfavorable (5.68e-4)"		"unprognostic (5.55e-2)"	"unprognostic (2.00e-2)"	"unprognostic (8.87e-3)"	"unprognostic (2.39e-2)"	"unprognostic (1.53e-2)"	"unprognostic (8.79e-2)"	"unprognostic (4.27e-3)"	"unprognostic (1.14e-1)"	"unprognostic (1.57e-1)"	"unprognostic (5.54e-3)"
KCNJ16	"BIR9, Kir5.1"	ENSG00000153822	"Potassium inwardly rectifying channel subfamily J member 16"	Q9NPI9	17	70053429-70135608	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Deafness, Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	5	"kidney: 188.3;parathyroid gland: 258.5;thyroid gland: 135.1"	"Cell type enhanced"	"Detected in some"		"Basal prostatic cells: 29.2;Cholangiocytes: 45.8;Collecting duct cells: 196.4;Distal tubular cells: 43.0;Oligodendrocyte precursor cells: 51.4;Proximal tubular cells: 87.4"	"Group enriched"	"Detected in many"	4	"astrocyte: 74.6;bergmann glia: 224.9;ependymal cell: 117.0;oligodendrocyte precursor cell: 101.0"	"Group enriched"	"Detected in many"	7	"Kidney Renal Clear Cell Carcinoma (TCGA): 68.8;Kidney Renal Papillary Cell Carcinoma (TCGA): 148.5;Thyroid Carcinoma (TCGA): 191.2"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	4	"neutrophil: 1.6"	"Lineage enriched"	"Detected in single"	4	"granulocytes: 1.6"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 26.7;Sarcoma: 16.6"	"Lung - Respiratory ciliated cells, Minor Salivary Gland - Minor salivary gland ductal cells, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA059563	Approved		Uncertain	Vesicles			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	2	Vesicles		"HPA059563: AB_2684065"			"unprognostic (2.08e-1)"			"unprognostic (4.43e-3)"	"unprognostic (4.98e-2)"	"unprognostic (9.26e-3)"		"unprognostic (1.90e-2)"	"potential prognostic favorable (6.16e-7)"	"unprognostic (1.39e-1)"	"potential prognostic favorable (1.77e-5)"	"unprognostic (8.04e-3)"	"unprognostic (2.81e-1)"		"unprognostic (2.04e-1)"	"unprognostic (3.10e-1)"	"unprognostic (4.17e-2)"	"unprognostic (1.29e-2)"	"unprognostic (7.15e-2)"	"unprognostic (2.08e-1)"	"unprognostic (5.03e-2)"			"unprognostic (2.52e-1)"		"unprognostic (1.88e-1)"	"unprognostic (7.71e-2)"	"unprognostic (3.64e-3)"	"unprognostic (1.76e-1)"
KCNJ2	"IRK1, Kir2.1, LQT7"	ENSG00000123700	"Potassium inwardly rectifying channel subfamily J member 2"	P63252	17	70168673-70180044	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Potassium transport, Transport"	"Ion channel, Voltage-gated channel"	"Atrial fibrillation, Disease variant, FDA approved drug targets, Long QT syndrome, Short QT syndrome"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"parathyroid gland: 34.8"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 36.3;Horizontal cells: 61.1;monocytes: 61.8;Oligodendrocytes: 153.3;Skeletal myocytes: 36.1"	"Cell type enhanced"	"Detected in many"		"oligodendrocyte: 237.5"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in many"	4	"neutrophil: 30.7"	"Lineage enriched"	"Detected in many"	4	"granulocytes: 30.7"	"Cancer enhanced"	"Detected in many"		"Rhabdoid: 11.3"	"Liver - Kupffer cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA029109	Approved						NA	NA			"Cluster 28: Neutrophils - Unknown function"	"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 51: Oligodendrocytes - Unknown function"	10			"HPA029109: AB_10602913"	"unprognostic (3.15e-1)"	"unprognostic (4.61e-1)"	"unprognostic (2.15e-2)"	"unprognostic (6.16e-2)"	"unprognostic (3.32e-1)"	"unprognostic (1.54e-1)"	"unprognostic (1.69e-1)"	"unprognostic (8.74e-2)"	"unprognostic (4.41e-2)"	"unprognostic (1.39e-1)"	"unprognostic (8.64e-2)"	"unprognostic (2.65e-3)"	"unprognostic (3.45e-2)"		"unprognostic (1.37e-1)"	"unprognostic (1.34e-1)"	"unprognostic (6.78e-2)"	"unprognostic (1.98e-1)"	"unprognostic (8.54e-2)"	"unprognostic (1.72e-1)"		"unprognostic (1.93e-2)"	"unprognostic (1.31e-2)"	"unprognostic (1.14e-1)"	"unprognostic (1.69e-1)"	"unprognostic (1.20e-2)"	"unprognostic (7.87e-2)"	"unprognostic (2.89e-2)"	"unprognostic (5.65e-2)"	"unprognostic (7.91e-2)"	"unprognostic (2.12e-2)"
