Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
IL5	"EDF, IL-5, TRF"	ENSG00000113525	"Interleukin 5"	P05113	5	132541445-132556838	"Cancer-related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted secreted proteins"		"Cytokine, Growth factor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	6	"testis: 4.9"	"Group enriched"	"Detected in some"	9	"granulocytes: 6.7;Spermatocytes: 17.3"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	8	"memory B-cell: 1.4"	"Lineage enriched"	"Detected in single"	8	"B-cells: 1.4"	"Cancer enriched"	"Detected in single"	4	"lymphoma: 1.5"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			CAB010304	Approved				"Secreted to blood"	Interleukin	NA	NA	4130			"Cluster 46: Testis - Spermatogenesis"	"Cluster 4: Non-specific - mRNA splicing & Cell cycle"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 31: Spermatocytes - Spermatogenesis"	4			"CAB010304: AB_2296159"																															
IL6	"BSF2, HGF, HSF, IFNB2, IL-6"	ENSG00000136244	"Interleukin 6"	P05231	7	22725884-22732002	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"	"Acute phase"	"Cytokine, Growth factor"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 210.6;urinary bladder: 265.7"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 182.3;Endothelial cells: 239.2;Fibroblasts: 109.1;Glandular and luminal cells: 328.1;monocytes: 160.7;Smooth muscle cells: 310.9"	"Group enriched"	"Detected in some"	12	"central nervous system macrophage: 3.4;choroid plexus epithelial cell: 2.1;endothelial cell: 3.1;vascular associated smooth muscle cell: 5.1"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in all"		"choroid plexus: 15.1"	"Group enriched"	"Detected in some"	47	"memory B-cell: 4.1;naive B-cell: 5.2"	"Lineage enriched"	"Detected in single"	52	"B-cells: 5.2"	"Cancer enhanced"	"Detected in many"		"Kidney cancer: 219.1"	"Colon - Neutrophils"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"CAB023406, CAB072821"	Supported		Approved	Vesicles	"Secreted to blood"	"Acute phase"	NA	NA	5700	91000	"Cluster 14: Non-specific - Unknown function"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 48: Smooth muscle cells - Signal transduction"	7	Vesicles		"CAB023406: AB_617317, CAB072821: "	"unprognostic (3.09e-1)"	"unprognostic (2.74e-2)"	"unprognostic (5.92e-3)"	"unprognostic (2.89e-2)"	"unprognostic (2.90e-1)"	"unprognostic (3.00e-1)"	"unprognostic (3.88e-3)"	"unprognostic (7.66e-2)"	"unprognostic (1.96e-2)"	"unprognostic (1.11e-1)"	"potential prognostic unfavorable (2.42e-6)"	"unprognostic (3.56e-2)"	"unprognostic (3.64e-2)"		"unprognostic (1.64e-2)"	"unprognostic (6.65e-2)"	"unprognostic (2.31e-2)"	"unprognostic (6.49e-3)"	"unprognostic (4.43e-1)"	"unprognostic (1.91e-1)"	"unprognostic (2.06e-1)"	"unprognostic (1.00e-2)"	"unprognostic (1.43e-2)"	"unprognostic (4.08e-2)"	"unprognostic (2.84e-1)"	"unprognostic (5.49e-2)"	"unprognostic (2.62e-1)"	"unprognostic (1.44e-3)"	"unprognostic (1.28e-2)"	"unprognostic (4.01e-2)"	"unprognostic (1.51e-2)"
IL6R	"CD126, gp80, IL-1Ra, IL-6R, IL6RA"	ENSG00000160712	"Interleukin 6 receptor"	P08887	1	154405193-154469450	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins"		Receptor	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"liver: 56.9;skeletal muscle: 90.8"	"Cell type enhanced"	"Detected in many"		"Hepatocytes: 86.2;Langerhans cells: 91.5"	"Cell type enhanced"	"Detected in many"		"central nervous system macrophage: 194.2;endothelial cell: 88.4;fibroblast: 101.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"neutrophil: 89.4"	"Low lineage specificity"	"Detected in all"			"Cancer enhanced"	"Detected in all"		"Myeloma: 83.8"	"Pituitary gland - Corticotropes, Spleen - Neutrophils"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"								"Secreted to blood"	Receptor	NA	NA	24800000	19000000	"Cluster 7: Non-specific - Innate immune response"	"Cluster 19: Non-specific - Basic cellular processes"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 51: Myeloma - Immunoglobulins"	"Cluster 29: Monocytes - Innate immune response"	7				"unprognostic (1.11e-1)"	"unprognostic (1.75e-1)"	"unprognostic (5.77e-2)"	"unprognostic (2.50e-1)"	"unprognostic (3.95e-2)"	"unprognostic (2.54e-1)"	"unprognostic (8.01e-2)"	"unprognostic (7.43e-3)"	"unprognostic (4.60e-2)"	"unprognostic (5.42e-2)"	"potential prognostic favorable (6.13e-6)"	"unprognostic (7.34e-3)"	"unprognostic (1.54e-2)"	"unprognostic (2.49e-1)"	"unprognostic (1.86e-1)"	"unprognostic (1.09e-2)"	"unprognostic (7.06e-2)"	"unprognostic (2.88e-2)"	"unprognostic (1.06e-1)"	"unprognostic (7.01e-2)"	"unprognostic (8.25e-2)"	"potential prognostic favorable (3.20e-4)"	"unprognostic (2.03e-2)"	"unprognostic (3.80e-1)"	"unprognostic (1.66e-1)"	"unprognostic (2.35e-1)"	"unprognostic (2.15e-1)"	"unprognostic (2.04e-2)"	"unprognostic (2.21e-1)"	"unprognostic (2.87e-1)"	"unprognostic (7.90e-2)"
KLK3	"APS, PSA"	ENSG00000142515	"Kallikrein related peptidase 3"	P07288	19	50854915-50860764	"Cancer-related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins"		"Hydrolase, Protease, Serine protease"	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	320	"prostate: 7740.7"	"Cell type enriched"	"Detected in some"	900	"Prostatic glandular cells: 23789.4"	"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	1441	"Prostate Adenocarcinoma (TCGA): 19654.8"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	1800	"prostate cancer: 2405.5"	"Minor Salivary Gland - Minor salivary gland ductal cells, Prostate - Prostate glandular cells, Testis - Late spermatids"									"CAB000070, HPA000764"	Enhanced				"Secreted in male reproductive system"	Enzyme	NA	NA		9000000		"Cluster 64: Neuronal - Transcription"		"Cluster 60: Prostate cancer - Unknown function"	"Cluster 40: Prostatic glandular cells - Transcription"	22			"CAB000070: , HPA000764: AB_1079700"	"unprognostic (3.82e-2)"	"unprognostic (1.29e-1)"	"unprognostic (9.69e-2)"	"unprognostic (1.18e-1)"						"unprognostic (3.01e-1)"			"unprognostic (5.88e-1)"									"unprognostic (8.51e-2)"		"unprognostic (8.70e-2)"	"unprognostic (1.53e-1)"	"potential prognostic unfavorable (4.00e-4)"			"unprognostic (2.44e-1)"	"unprognostic (2.76e-1)"	"unprognostic (5.53e-2)"
KLKB1	KLK3	ENSG00000164344	"Kallikrein B1"	P03952	4	186226438-186258471	"Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Blood coagulation, Fibrinolysis, Hemostasis, Inflammatory response"	"Hydrolase, Protease, Serine protease"	"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	28	"liver: 318.1"	"Cell type enriched"	"Detected in many"	4	"Hepatocytes: 223.6"	"Cell type enhanced"	"Detected in all"		"astrocyte: 107.4"	"Cancer enriched"	"Detected in some"	14	"Liver Hepatocellular Carcinoma (TCGA): 45.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"								"Secreted to blood"	"Blood coagulation"	NA	NA	28900000000	7400000000		"Cluster 31: Liver - Plasma proteins"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 62: Hepatocytes - Metabolism"	9						"unprognostic (2.68e-2)"					"unprognostic (3.20e-1)"			"unprognostic (9.13e-2)"	"unprognostic (7.11e-3)"	"unprognostic (3.86e-2)"	"unprognostic (8.81e-3)"	"potential prognostic favorable (8.52e-5)"							"unprognostic (4.06e-3)"									
LIPF	"HGL, HLAL"	ENSG00000182333	"Lipase F, gastric type"	P07098	10	88664441-88678814	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	Hydrolase	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in many"	142	"stomach 1: 36201.8"	"Cell type enriched"	"Detected in some"	316	"Gastric mucus-secreting cells: 1628.3"	"Cell type enriched"	"Detected in single"	28	"ependymal cell: 6.1"	"Cancer enriched"	"Detected in some"	59	"Stomach Adenocarcinoma (TCGA): 595.0"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Stomach - Chief cells"	"Region enriched"	"Detected in single"	77	"olfactory bulb: 7.6"					HPA045930	Enhanced				"Secreted to digestive system"	Enzyme	NA	NA				"Cluster 48: Stomach - Proteolysis"		"Cluster 27: Breast cancer - Unknown function"	"Cluster 46: Gastric mucus-secreting cells - Digestion"	1			"HPA045930: AB_10959518"																												"unprognostic (2.52e-1)"			
LPL	LIPD	ENSG00000175445	"Lipoprotein lipase"	P06858	8	19901717-19967259	"Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Lipid degradation, Lipid metabolism"	"Heparin-binding, Hydrolase"	"Disease variant, FDA approved drug targets, Hyperlipidemia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 904.9;heart muscle: 394.5"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 404.3;Breast glandular cells: 110.6;Cardiomyocytes: 655.2;Schwann cells: 154.4"	"Group enriched"	"Detected in many"	9	"cerebellar inhibitory: 150.9;medium spiny neuron: 166.6;pericyte: 236.7"	"Cancer enhanced"	"Detected in many"		"Glioblastoma Multiforme (TCGA): 62.0"	"Region enhanced"	"Detected in all"		"basal ganglia: 106.9"	"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 4.2"	"Lineage enriched"	"Detected in single"	6	"monocytes: 4.2"	"Cancer enhanced"	"Detected in many"		"cervical cancer: 15.6"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Minor Salivary Gland - Adipocytes (Minor salivary gland), Skin - Adipocytes (Skin), Testis - Endothelial cells"	"Region enhanced"	"Detected in many"		"basal ganglia: 45.3"	"Group enriched"	"Detected in all"	4	"basal ganglia: 101.9;spinal cord: 74.2"	HPA048749			Approved	Vesicles	"Secreted to blood"	Enzyme	NA	NA		45000000	"Cluster 40: Monocytes - Innate immune response"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 17: Breast glandular cells - Lactation"	12	Vesicles		"HPA048749: AB_2680511"	"unprognostic (1.40e-1)"	"unprognostic (1.38e-1)"	"unprognostic (7.05e-3)"	"unprognostic (9.02e-2)"	"unprognostic (1.93e-1)"	"unprognostic (1.07e-1)"	"unprognostic (1.71e-1)"	"unprognostic (9.05e-2)"	"unprognostic (1.61e-2)"	"unprognostic (1.88e-2)"	"validated prognostic favorable (2.81e-6)"	"validated prognostic favorable (5.95e-5)"	"unprognostic (2.19e-2)"	"unprognostic (3.01e-2)"	"unprognostic (1.00e-1)"	"unprognostic (3.23e-3)"	"unprognostic (7.53e-2)"	"unprognostic (6.01e-3)"	"unprognostic (1.90e-2)"	"unprognostic (4.40e-2)"	"unprognostic (1.78e-2)"	"unprognostic (8.05e-3)"	"unprognostic (1.75e-1)"	"unprognostic (1.62e-1)"	"unprognostic (2.97e-1)"	"unprognostic (4.34e-1)"	"unprognostic (4.89e-2)"	"potential prognostic unfavorable (1.21e-4)"	"unprognostic (3.55e-3)"	"unprognostic (2.43e-1)"	
LTA	"LT, TNFB, TNFSF1"	ENSG00000226979	"Lymphotoxin alpha"	P01374	6	31572054-31574324	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Predicted secreted proteins"		Cytokine	"Cancer-related genes, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	5	"intestine: 1.9;lymphoid tissue: 5.5;testis: 4.1"	"Cell type enhanced"	"Detected in some"		"B-cells: 11.3;dendritic cells: 3.4;NK-cells: 3.2;T-cells: 14.5"	"Cell type enriched"	"Detected in single"	12	"leukocyte: 2.6"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in some"	9	"lymphoma: 17.1"	"Adipose visceral - T-cells, Breast - T-cells, Thyroid gland - T-cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			HPA007729	Uncertain				"Secreted to blood"	Cytokine	NA	NA	8150			"Cluster 70: Lymphoid tissue - Immune response"		"Cluster 50: Lymphoma - Unknown function"	"Cluster 7: T-cells - T-cell receptor"	19			"HPA007729: AB_1852906"			"unprognostic (5.13e-3)"																												
MAPT	"DDPAC, FLJ31424, FTDP-17, MAPTL, MGC138549, MSTD, MTBT1, MTBT2, PPND, PPP1R103, tau, tau-40"	ENSG00000186868	"Microtubule associated protein tau"	P10636	17	45894527-46028334	"Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"			"Alzheimer disease, Disease variant, FDA approved drug targets, Neurodegeneration, Parkinsonism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 135.5;skeletal muscle: 76.2"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 135.0;Bipolar cells: 278.2;Early spermatids: 130.2;Excitatory neurons: 182.9;Horizontal cells: 226.6;Inhibitory neurons: 147.3;Late spermatids: 428.0;Muller glia cells: 123.3;Oligodendrocyte precursor cells: 121.7;Oligodendrocytes: 152.5"	"Low cell type specificity"	"Detected in all"			"Cancer enhanced"	"Detected in many"		"Breast Invasive Carcinoma (TCGA): 30.6"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"non-classical monocyte: 1.7"	"Low lineage specificity"	"Detected in single"			"Group enriched"	"Detected in many"	4	"Bone cancer: 46.4;Neuroblastoma: 13.7"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Thyroid gland - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB000151, HPA048895, HPA069524, HPA069570, CAB072344"	Enhanced		Supported	"Nuclear speckles,Plasma membrane,End piece"	"Secreted to blood"	"No annotated function"	NA	NA		53000		"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 14: Neurons - Synaptic function"	"Cluster 12: Bone cancer - Neuronal signaling"	"Cluster 25: Bipolar cells - Visual perception"	218	"Plasma membrane, End piece"	"Nuclear speckles"	"CAB000151: , CAB072344: , HPA048895: AB_2680550, HPA069524: AB_2686145, HPA069570: AB_2686155"	"unprognostic (1.23e-1)"	"unprognostic (8.49e-3)"	"unprognostic (1.19e-1)"				"unprognostic (2.85e-1)"	"potential prognostic favorable (6.46e-4)"		"unprognostic (1.10e-1)"	"potential prognostic favorable (6.36e-9)"	"unprognostic (1.27e-3)"	"unprognostic (7.13e-2)"	"potential prognostic unfavorable (6.92e-5)"	"unprognostic (5.22e-2)"							"unprognostic (2.30e-2)"		"unprognostic (3.42e-2)"			"unprognostic (9.86e-2)"		"unprognostic (7.28e-2)"		
MET	"DFNB97, HGFR, RCCP2"	ENSG00000105976	"MET proto-oncogene, receptor tyrosine kinase"	P08581	7	116672196-116798377	"Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, RAS pathway related proteins, Transporters"		"Kinase, Receptor, Transferase, Tyrosine-protein kinase"	"Cancer-related genes, Deafness, Disease variant, FDA approved drug targets, Non-syndromic deafness, Proto-oncogene"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"liver: 41.6"	"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 95.5;Cytotrophoblasts: 75.8;Glandular and luminal cells: 138.4;Mesothelial cells: 72.0;Salivary duct cells: 113.4"	"Cell type enhanced"	"Detected in many"		"choroid plexus epithelial cell: 64.5;hippocampal CA1-3: 48.0;oligodendrocyte: 44.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gastric cancer: 289.3"	"Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2, Testis - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"CAB005282, HPA055607"	Approved		Approved	"Plasma membrane,Cytosol"	"Secreted to blood"	Receptor	NA	NA	179000000	72000000		"Cluster 11: Liver - Plasma proteins"	"Cluster 53: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 37: Glandular & Luminal cells - Unknown function"	76	"Plasma membrane"	Cytosol	"CAB005282: AB_631940, HPA055607: AB_2682860"	"unprognostic (1.50e-1)"	"unprognostic (3.09e-2)"	"unprognostic (2.80e-1)"	"unprognostic (1.67e-2)"	"unprognostic (5.15e-2)"	"unprognostic (2.01e-1)"	"unprognostic (6.21e-3)"	"unprognostic (8.75e-2)"	"potential prognostic unfavorable (2.97e-4)"	"unprognostic (2.45e-2)"	"unprognostic (7.22e-3)"	"unprognostic (1.55e-2)"	"unprognostic (1.84e-1)"	"unprognostic (2.86e-1)"	"unprognostic (2.01e-2)"	"unprognostic (3.73e-2)"	"unprognostic (7.01e-3)"	"unprognostic (2.15e-1)"	"unprognostic (2.16e-1)"	"unprognostic (2.13e-2)"	"unprognostic (1.05e-2)"	"potential prognostic unfavorable (6.80e-6)"	"unprognostic (3.17e-3)"	"unprognostic (1.41e-1)"	"unprognostic (1.96e-2)"	"unprognostic (5.90e-3)"	"unprognostic (9.20e-2)"	"unprognostic (8.35e-2)"	"unprognostic (5.32e-2)"	"unprognostic (3.05e-2)"	"unprognostic (9.39e-2)"
NPY	PYY4	ENSG00000122585	"Neuropeptide Y"	P01303	7	24284188-24291862	"FDA approved drug targets, Plasma proteins, Predicted secreted proteins"		Neuropeptide	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	10	"adrenal gland: 118.5;brain: 285.3;prostate: 321.4"	"Cell type enriched"	"Detected in some"	14	"Prostatic glandular cells: 1630.9"	"Cell type enriched"	"Detected in many"	8	"splatter: 1711.7"	"Cancer enriched"	"Detected in many"	174	"Prostate Adenocarcinoma (TCGA): 3813.8"	"Region enriched"	"Detected in many"	9	"hypothalamus: 885.4"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	15	"Neuroblastoma: 353.3;prostate cancer: 285.9"	"Adrenal gland - Adrenal medulla cells, Prostate - Prostate glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in many"			"CAB016733, CAB034368, HPA036636, HPA044572, HPA056798"	Supported	Supported	Supported	"Golgi apparatus"	"Secreted to blood"	Neuropeptide	NA	NA	30700000	12000		"Cluster 33: Brain - Neuronal signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 64: Connective tissue cells - ECM organization"	"Cluster 40: Prostatic glandular cells - Transcription"	2	"Golgi apparatus"		"CAB016733: , CAB034368: AB_2298657, HPA036636: , HPA044572: AB_2678996, HPA056798: AB_2630371"	"unprognostic (8.24e-3)"	"unprognostic (2.76e-2)"					"unprognostic (7.53e-2)"	"unprognostic (3.81e-1)"		"unprognostic (8.69e-1)"						"unprognostic (2.63e-1)"		"unprognostic (1.87e-1)"		"unprognostic (2.83e-2)"	"unprognostic (9.01e-3)"	"unprognostic (2.41e-2)"	"unprognostic (1.25e-1)"	"unprognostic (8.53e-2)"	"unprognostic (5.79e-2)"	"unprognostic (9.59e-2)"		"unprognostic (1.73e-3)"	"unprognostic (2.86e-1)"	"unprognostic (2.56e-1)"	"unprognostic (4.21e-2)"
