Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
GABBR2	"GABABR2, GPR51, GPRC3B, HG20"	ENSG00000136928	"Gamma-aminobutyric acid type B receptor subunit 2"	O75899	9	98288109-98708935	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Epilepsy, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	8	"brain: 62.9"	"Group enriched"	"Detected in some"	5	"Excitatory neurons: 373.5;Inhibitory neurons: 377.6"	"Low cell type specificity"	"Detected in all"			"Group enriched"	"Detected in some"	9	"Bladder Urothelial Carcinoma (TCGA): 6.9;Glioblastoma Multiforme (TCGA): 12.3;Thyroid Carcinoma (TCGA): 17.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"thyroid cancer: 8.9"	"Adrenal gland - Adrenal cortex cells, Pituitary gland - Undifferentiated cells (Pituitary gland), Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA013820, HPA031684, CAB079065"	Enhanced	Approved					NA	NA				"Cluster 22: Brain - Synaptic signal transduction"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 48: Adipocytes & Endothelial cells - Angiogenesis"	"Cluster 65: Neurons - Synaptic function"	8			"CAB079065: , HPA013820: AB_1849364, HPA031684: AB_2673993"	"unprognostic (6.06e-2)"						"unprognostic (3.72e-1)"	"unprognostic (8.43e-3)"								"unprognostic (9.94e-2)"	"unprognostic (5.70e-1)"			"unprognostic (1.76e-2)"									"unprognostic (2.63e-1)"	"unprognostic (4.26e-2)"	
GALR1	"GALNR, GALNR1"	ENSG00000166573	"Galanin receptor 1"	P47211	18	77249848-77277900	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"adrenal gland: 1.4;pituitary gland: 1.4"	"Group enriched"	"Detected in some"	4	"Early spermatids: 76.2;Oligodendrocyte precursor cells: 40.1"	"Cell type enriched"	"Detected in many"	6	"oligodendrocyte precursor cell: 99.0"	"Group enriched"	"Detected in some"	8	"Glioblastoma Multiforme (TCGA): 1.7;Kidney Chromophobe (TCGA): 2.5"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"Neuroblastoma: 1.4"	"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Testis - Early spermatids, Testis - Late spermatids"	"Region enhanced"	"Detected in some"		"hypothalamus: 5.2"	"Low region specificity"	"Detected in all"			HPA074584			Supported	"Plasma membrane"			NA	NA				"Cluster 17: Neuronal - Synaptic function"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 66: Non-specific - Mitochondria"	"Cluster 18: Early spermatids - Unknown function"		"Plasma membrane"		"HPA074584: "							"unprognostic (2.32e-2)"	"unprognostic (3.23e-2)"		"unprognostic (1.65e-1)"																					
GALR2	GALNR2	ENSG00000182687	"Galanin receptor 2"	O43603	17	76074781-76077537	"G-protein coupled receptors, Plasma proteins, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"intestine: 7.4"	"Cell type enhanced"	"Detected in some"		"dendritic cells: 6.1;granulocytes: 3.7;Macrophages: 1.7"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in single"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in some"		"thyroid cancer: 3.4"		"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			HPA044513	Uncertain						NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 1: Neurons - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 28: Dendritic cells - Antigen presentation"				"HPA044513: AB_10962510"	"unprognostic (7.94e-3)"																														
GALR3		ENSG00000128310	"Galanin receptor 3"	O60755	22	37823382-37825485	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"Glandular and luminal cells: 1.3;Late spermatids: 1.2"	"Low cell type specificity"	"Detected in some"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"										NA	NA					"Cluster 10: Cerebellum - Nucleic acid binding"	"Cluster 70: DU4475 - Unknown function"	"Cluster 60: Pancreatic exocrine cells - Proteolysis"																																			
GCGR	GGR	ENSG00000215644	"Glucagon receptor"	P47871	17	81804132-81814008	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Diabetes mellitus, Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	18	"kidney: 48.6;liver: 165.5"	"Cell type enriched"	"Detected in some"	6	"Hepatocytes: 56.2"	"Cell type enhanced"	"Detected in some"		"fibroblast: 1.5;mammillary body: 1.5"	"Group enriched"	"Detected in some"	13	"Kidney Chromophobe (TCGA): 28.3;Liver Hepatocellular Carcinoma (TCGA): 9.9"	"Low region specificity"	"Detected in single"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Adrenal gland - Adrenal medulla cells, Pancreas - Beta cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA071228			Uncertain	"Golgi apparatus"			NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 62: Hepatocytes - Metabolism"		"Golgi apparatus"		"HPA071228: AB_2686368"										"unprognostic (3.92e-3)"			"unprognostic (2.24e-1)"	"unprognostic (3.85e-2)"	"potential prognostic favorable (1.25e-4)"						"unprognostic (1.39e-1)"								"unprognostic (5.53e-2)"		"unprognostic (4.87e-3)"
GHRHR		ENSG00000106128	"Growth hormone releasing hormone receptor"	Q02643	7	30938669-30993254	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Dwarfism, FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	351	"pituitary gland: 206.1"	"Cell type enhanced"	"Detected in some"		"Cholangiocytes: 1.9;Spermatocytes: 1.6;Spermatogonia: 2.6"	"Low cell type specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"prostate cancer: 2.1"	"Adrenal gland - Adrenal medulla cells, Kidney - Proximal tubular cells, Pituitary gland - Somatotropes"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"		"Cluster 60: Prostate cancer - Unknown function"	"Cluster 67: Spermatogonia - Spermatogenesis"												"unprognostic (1.86e-1)"							"unprognostic (1.02e-1)"																
GHSR		ENSG00000121853	"Growth hormone secretagogue receptor"	Q92847	3	172443291-172448456	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, Dwarfism"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	6	"pituitary gland: 3.1"	"Not detected"	"Not detected"			"Cell type enhanced"	"Detected in some"		"hippocampal CA4: 7.2;hippocampal dentate gyrus: 3.5"	"Not detected"	"Not detected"			"Region enriched"	"Detected in many"	4	"hypothalamus: 32.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pituitary gland - Somatotropes"	"Region enhanced"	"Detected in some"		"hypothalamus: 3.3"	"Low region specificity"	"Detected in all"										NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 77: Plasma cells - Protein processing"																																			
GIPR		ENSG00000010310	"Gastric inhibitory polypeptide receptor"	P48546	19	45668221-45683722	"G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 22.1"	"Cell type enhanced"	"Detected in many"		"Ciliated cells: 30.8;Enteroendocrine cells: 17.7;Gastric mucus-secreting cells: 34.2;Rod photoreceptor cells: 18.5"	"Cell type enhanced"	"Detected in some"		"ependymal cell: 17.3;oligodendrocyte: 15.5"	"Cancer enhanced"	"Detected in many"		"Pancreatic Adenocarcinoma (TCGA): 12.0"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in some"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in many"			"Lung - Respiratory ciliated cells, Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"CAB022710, HPA068054"	Uncertain		Uncertain	Vesicles			NA	NA				"Cluster 39: Retina & Testis - Cilium"	"Cluster 26: Oligodendrocytes - Mixed function"	"Cluster 16: Thyroid cancer - Neuronal signaling"	"Cluster 42: Ciliated cells - Cilium assembly"	3	Vesicles		"CAB022710: , HPA068054: "	"unprognostic (3.89e-2)"	"unprognostic (3.71e-2)"	"potential prognostic favorable (5.15e-4)"	"unprognostic (1.60e-1)"	"unprognostic (1.34e-1)"	"unprognostic (1.03e-1)"			"unprognostic (1.20e-2)"	"unprognostic (4.99e-3)"	"potential prognostic unfavorable (3.49e-6)"	"unprognostic (6.98e-2)"	"unprognostic (3.11e-3)"		"unprognostic (3.49e-1)"	"unprognostic (3.47e-2)"	"unprognostic (3.34e-1)"	"unprognostic (2.76e-1)"	"unprognostic (9.18e-2)"			"unprognostic (4.80e-3)"	"unprognostic (6.74e-2)"	"unprognostic (2.53e-1)"	"unprognostic (5.75e-3)"	"unprognostic (2.18e-1)"	"unprognostic (1.51e-1)"	"unprognostic (2.51e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.59e-1)"	"unprognostic (6.91e-3)"
GLP1R	GLP-1R	ENSG00000112164	"Glucagon like peptide 1 receptor"	P43220	6	39048781-39091303	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"heart muscle: 2.6;pancreas: 6.8;salivary gland: 2.1"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 1.0;Cardiomyocytes: 5.2;Exocrine glandular cells: 1.7;Inhibitory neurons: 1.2;Melanocytes: 1.7;Pancreatic endocrine cells: 1.7"	"Cell type enhanced"	"Detected in some"		"splatter: 5.3;vascular associated smooth muscle cell: 3.0"	"Cancer enhanced"	"Detected in some"		"Pancreatic Adenocarcinoma (TCGA): 1.7"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"Leukemia: 1.9"	"Heart muscle - Cardiomyocytes, Skin - Eccrine sweat gland cells"	"Region enriched"	"Detected in many"	4	"basal ganglia: 20.7"	"Low region specificity"	"Detected in some"										NA	NA				"Cluster 15: Pancreas - Proteolysis"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 68: Cardiomyocytes - Muscle contraction"	52																									"unprognostic (7.38e-2)"	"unprognostic (3.11e-1)"							"unprognostic (2.28e-2)"	
GLP2R		ENSG00000065325	"Glucagon like peptide 2 receptor"	O95838	17	9822206-9892099	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 11.8;intestine: 13.0;urinary bladder: 11.4"	"Cell type enriched"	"Detected in some"	4	"Rod photoreceptor cells: 26.6"	"Cell type enhanced"	"Detected in some"		"amygdala excitatory: 12.2;upper-layer intratelencephalic: 33.8"	"Cancer enhanced"	"Detected in single"		"Pancreatic Adenocarcinoma (TCGA): 2.4"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"cervical cancer: 17.9;liver cancer: 9.1;Rhabdoid: 8.6"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Liver - Hepatic stellate cells, Lung - Fibroblast_2, Pancreas - Fibroblasts"	"Group enriched"	"Detected in some"	5	"cerebral cortex: 2.1;hippocampal formation: 2.4"	"Low region specificity"	"Detected in all"			"CAB022690, HPA049244"	Approved		Supported	"Plasma membrane"			NA	NA				"Cluster 45: Intestine - Digestion"	"Cluster 51: Neurons - Mixed function"	"Cluster 3: Rhabdoid - Membrane components"	"Cluster 66: Photoreceptor cells - Visual perception"		"Plasma membrane"		"CAB022690: , HPA049244: AB_2680690"						"unprognostic (9.87e-2)"																"unprognostic (2.87e-1)"	"unprognostic (3.49e-3)"			"unprognostic (6.02e-2)"					
GNRHR	"GRHR, LHRHR"	ENSG00000109163	"Gonadotropin releasing hormone receptor"	P30968	4	67737118-67754388	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant, FDA approved drug targets, Hypogonadotropic hypogonadism"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	7	"pituitary gland: 5.3"	"Cell type enhanced"	"Detected in some"		"Excitatory neurons: 1.1;Granulosa cells: 6.3;Inhibitory neurons: 1.2;Suprabasal keratinocytes: 2.4"	"Low cell type specificity"	"Detected in many"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Pituitary gland - Gonadotropes"	"Not detected"	"Not detected"							HPA013424	Enhanced						NA	NA				"Cluster 49: Pituitary gland - Hormone signaling"	"Cluster 24: Neurons - Mixed function"	"Cluster 11: Neuronal - Sensory perception"	"Cluster 59: Suprabasal keratinocytes - Cornification"				"HPA013424: AB_2668840"																															
GPBAR1	"BG37, GPCR, GPCR19, GPR131, M-BAR, MGC40597, TGR5"	ENSG00000179921	"G protein-coupled bile acid receptor 1"	Q8TDU6	2	218259496-218263861	"G-protein coupled receptors, Predicted membrane proteins, Transporters"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"adipose tissue: 30.9;breast: 17.3;gallbladder: 16.7"	"Cell type enhanced"	"Detected in some"		"Endometrial stromal cells: 21.4;Enteroendocrine cells: 28.5;Hofbauer cells: 34.1;Kupffer cells: 34.5;Macrophages: 16.6;monocytes: 40.1"	"Cell type enriched"	"Detected in single"	12	"leukocyte: 5.6"	"Cancer enhanced"	"Detected in many"		"Pancreatic Adenocarcinoma (TCGA): 9.5"	"Low region specificity"	"Detected in some"			"Group enriched"	"Detected in many"	4	"classical monocyte: 288.5;intermediate monocyte: 712.6;non-classical monocyte: 698.6"	"Lineage enriched"	"Detected in many"	5	"monocytes: 712.6"	"Group enriched"	"Detected in some"	5	"lymphoma: 2.0;Neuroblastoma: 2.2;Rhabdoid: 5.9"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Adrenal gland - Macrophages, Breast - Adipocytes (Breast), Skeletal muscle - Macrophages"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			HPA062890	Enhanced						NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 7: Adipose tissue - Mixed function"	"Cluster 15: Non-specific - Transcription"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 29: Monocytes - Innate immune response"	23			"HPA062890: AB_2684896"	"unprognostic (1.35e-1)"		"unprognostic (1.32e-2)"		"unprognostic (2.49e-2)"	"unprognostic (1.94e-1)"					"unprognostic (1.84e-1)"	"unprognostic (1.01e-1)"		"unprognostic (1.14e-1)"	"unprognostic (9.05e-2)"	"unprognostic (2.89e-1)"				"unprognostic (2.06e-2)"		"unprognostic (1.71e-2)"	"unprognostic (2.48e-3)"		"unprognostic (2.69e-1)"	"unprognostic (2.35e-2)"		"unprognostic (1.73e-2)"	"unprognostic (8.44e-2)"		
GPER1	"CEPR, CMKRL2, DRY12, FEG-1, GPCR-Br, GPER, GPR30, LERGU, LERGU2, LyGPR"	ENSG00000164850	"G protein-coupled estrogen receptor 1"	Q99527	7	1082208-1093815	"G-protein coupled receptors, Predicted membrane proteins, Transporters"	"Apoptosis, Cell cycle, Differentiation, Immunity, Inflammatory response, Innate immunity, Neurogenesis"	"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"stomach 1: 38.4"	"Cell type enhanced"	"Detected in many"		"Adipocytes: 8.5;Distal enterocytes: 10.3;Hepatocytes: 22.9;Kupffer cells: 17.8;Muller glia cells: 9.8"	"Cell type enriched"	"Detected in many"	7	"pericyte: 311.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"classical monocyte: 2.9;intermediate monocyte: 2.7;myeloid DC: 5.8"	"Group enriched"	"Detected in many"	23	"dendritic cells: 5.8;monocytes: 2.9"	"Cancer enhanced"	"Detected in many"		"lymphoma: 11.1"	"Liver - Hepatocytes, Stomach - Chief cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA016718, HPA027052"	Approved		Approved	Nucleoplasm,Nucleoli,Vesicles,Cytosol			NA	NA			"Cluster 26: Monocytes - Plasma membrane proteins"	"Cluster 43: Non-specific - Mitochondrial translation"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 46: Lymphoma - Humoral immune response"	"Cluster 41: Adipocytes & Endothelial cells - Mixed function"		Nucleoli	"Nucleoplasm, Vesicles, Cytosol"	"HPA016718: , HPA027052: AB_10612112"	"unprognostic (2.10e-1)"	"unprognostic (7.70e-2)"		"unprognostic (1.18e-1)"	"unprognostic (1.35e-1)"	"unprognostic (1.13e-3)"	"unprognostic (1.39e-1)"	"unprognostic (9.26e-2)"	"unprognostic (9.17e-2)"	"unprognostic (9.59e-2)"	"validated prognostic favorable (3.87e-5)"	"validated prognostic favorable (3.44e-4)"	"unprognostic (1.97e-2)"	"unprognostic (1.70e-1)"		"unprognostic (4.94e-2)"		"unprognostic (2.72e-1)"		"unprognostic (7.31e-2)"		"unprognostic (2.86e-2)"	"unprognostic (3.65e-1)"	"unprognostic (2.59e-1)"	"unprognostic (1.97e-1)"	"potential prognostic favorable (9.64e-4)"	"unprognostic (1.28e-1)"	"unprognostic (4.86e-2)"	"unprognostic (7.22e-2)"	"unprognostic (4.50e-2)"	"unprognostic (1.44e-2)"
GPR101		ENSG00000165370	"G protein-coupled receptor 101"	Q96P66	X	137023929-137033995	"Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	51	"brain: 5.1"	"Cell type enriched"	"Detected in single"	4	"Plasma cells: 2.3"	"Group enriched"	"Detected in some"	9	"eccentric medium spiny neuron: 10.1;medium spiny neuron: 21.4;splatter: 6.2;thalamic excitatory: 5.7"	"Not detected"	"Not detected"			"Group enriched"	"Detected in many"	6	"basal ganglia: 26.4;hypothalamus: 30.7"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"				"Region enhanced"	"Detected in many"		"hypothalamus: 38.3"	"Low region specificity"	"Detected in many"			HPA001084	Uncertain						NA	NA				"Cluster 33: Brain - Neuronal signaling"	"Cluster 56: Hypothalamus - Neuropeptide signaling"	"Cluster 47: Leukemia - Hemostasis"	"Cluster 77: Plasma cells - Protein processing"	16			"HPA001084: AB_1078920"																															
GPR119	"GPCR2, hGPCR2"	ENSG00000147262	"G protein-coupled receptor 119"	Q8TDV5	X	130379449-130385674	"G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in single"	4	"pancreas: 1.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	10	"Pancreatic Adenocarcinoma (TCGA): 2.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	6	"thyroid cancer: 1.8"	"Pancreas - Alpha cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"										NA	NA				"Cluster 15: Pancreas - Proteolysis"	"Cluster 6: Non-specific - Immune response"	"Cluster 16: Thyroid cancer - Neuronal signaling"		1																									"unprognostic (1.67e-3)"									
